year	quarter	region	method	catch
1950	0	0	1	57
1950	0	0	2	129
1950	0	0	3	59
1950	0	1	1	2000
1950	0	2	1	193
1950	0	2	2	120
1950	0	2	3	150
1950	1	0	1	57
1950	1	0	2	129
1950	1	0	3	59
1950	1	1	1	2000
1950	1	2	1	193
1950	1	2	2	120
1950	1	2	3	150
1950	2	0	1	57
1950	2	0	2	129
1950	2	0	3	59
1950	2	1	1	2000
1950	2	2	1	193
1950	2	2	2	120
1950	2	2	3	150
1950	3	0	1	57
1950	3	0	2	129
1950	3	0	3	59
1950	3	1	1	2000
1950	3	2	1	193
1950	3	2	2	120
1950	3	2	3	150
1951	0	0	1	56
1951	0	0	2	129
1951	0	0	3	60
1951	0	1	1	2000
1951	0	2	1	289
1951	0	2	2	358
1951	0	2	3	529
1951	1	0	1	56
1951	1	0	2	129
1951	1	0	3	60
1951	1	1	1	2000
1951	1	2	1	289
1951	1	2	2	358
1951	1	2	3	529
1951	2	0	1	56
1951	2	0	2	129
1951	2	0	3	60
1951	2	1	1	2000
1951	2	2	1	289
1951	2	2	2	358
1951	2	2	3	529
1951	3	0	1	56
1951	3	0	2	129
1951	3	0	3	60
1951	3	1	1	2000
1951	3	2	1	289
1951	3	2	2	358
1951	3	2	3	529
1952	0	0	1	56
1952	0	0	2	130
1952	0	0	3	59
1952	0	1	1	2000
1952	0	2	1	224
1952	0	2	2	353
1952	0	2	3	540
1952	1	0	1	56
1952	1	0	2	130
1952	1	0	3	59
1952	1	1	1	2000
1952	1	2	1	224
1952	1	2	2	353
1952	1	2	3	540
1952	2	0	1	56
1952	2	0	2	130
1952	2	0	3	59
1952	2	1	1	2000
1952	2	2	1	224
1952	2	2	2	353
1952	2	2	3	540
1952	3	0	1	56
1952	3	0	2	130
1952	3	0	3	59
1952	3	1	1	2000
1952	3	2	1	224
1952	3	2	2	353
1952	3	2	3	559
1953	0	0	1	55
1953	0	0	2	192
1953	0	0	3	60
1953	0	1	1	2250
1953	0	2	1	161
1953	0	2	2	332
1953	0	2	3	526
1953	1	0	1	55
1953	1	0	2	192
1953	1	0	3	60
1953	1	1	1	2250
1953	1	2	1	161
1953	1	2	2	332
1953	1	2	3	521
1953	2	0	1	55
1953	2	0	2	192
1953	2	0	3	60
1953	2	1	1	2250
1953	2	2	1	161
1953	2	2	2	332
1953	2	2	3	521
1953	3	0	1	55
1953	3	0	2	192
1953	3	0	3	60
1953	3	1	1	2250
1953	3	2	1	161
1953	3	2	2	332
1953	3	2	3	551
1954	0	0	1	56
1954	0	0	2	198
1954	0	0	3	61
1954	0	1	1	2250
1954	0	2	1	151
1954	0	2	2	391
1954	0	2	3	639
1954	1	0	1	56
1954	1	0	2	198
1954	1	0	3	129
1954	1	1	1	2250
1954	1	2	1	151
1954	1	2	2	391
1954	1	2	3	653
1954	2	0	1	56
1954	2	0	2	198
1954	2	0	3	61
1954	2	1	1	2250
1954	2	2	1	151
1954	2	2	2	391
1954	2	2	3	653
1954	3	0	1	56
1954	3	0	2	198
1954	3	0	3	61
1954	3	1	1	2250
1954	3	2	1	151
1954	3	2	2	391
1954	3	2	3	637
1955	0	0	1	56
1955	0	0	2	204
1955	0	0	3	117
1955	0	1	1	2250
1955	0	2	1	140
1955	0	2	2	387
1955	0	2	3	637
1955	1	0	1	56
1955	1	0	2	204
1955	1	0	3	163
1955	1	1	1	2250
1955	1	2	1	140
1955	1	2	2	387
1955	1	2	3	640
1955	2	0	1	56
1955	2	0	2	204
1955	2	0	3	167
1955	2	1	1	2250
1955	2	2	1	140
1955	2	2	2	387
1955	2	2	3	623
1955	3	0	1	56
1955	3	0	2	204
1955	3	0	3	208
1955	3	1	1	2250
1955	3	2	1	140
1955	3	2	2	387
1955	3	2	3	641
1956	0	0	1	57
1956	0	0	2	191
1956	0	0	3	220
1956	0	1	1	2250
1956	0	2	1	185
1956	0	2	2	425
1956	0	2	3	683
1956	1	0	1	57
1956	1	0	2	191
1956	1	0	3	167
1956	1	1	1	2250
1956	1	2	1	185
1956	1	2	2	425
1956	1	2	3	688
1956	2	0	1	57
1956	2	0	2	191
1956	2	0	3	330
1956	2	1	1	2250
1956	2	2	1	185
1956	2	2	2	425
1956	2	2	3	676
1956	3	0	1	57
1956	3	0	2	191
1956	3	0	3	69
1956	3	1	1	2250
1956	3	2	1	185
1956	3	2	2	425
1956	3	2	3	731
1957	0	0	1	57
1957	0	0	2	476
1957	0	0	3	116
1957	0	1	1	2500
1957	0	2	1	189
1957	0	2	2	410
1957	0	2	3	685
1957	1	0	1	57
1957	1	0	2	476
1957	1	0	3	75
1957	1	1	1	2500
1957	1	2	1	189
1957	1	2	2	410
1957	1	2	3	681
1957	2	0	1	57
1957	2	0	2	476
1957	2	0	3	106
1957	2	1	1	2500
1957	2	2	1	189
1957	2	2	2	410
1957	2	2	3	650
1957	3	0	1	57
1957	3	0	2	476
1957	3	0	3	152
1957	3	1	1	2500
1957	3	2	1	189
1957	3	2	2	410
1957	3	2	3	661
1958	0	0	1	56
1958	0	0	2	243
1958	0	0	3	126
1958	0	1	1	2500
1958	0	2	1	205
1958	0	2	2	417
1958	0	2	3	665
1958	1	0	1	56
1958	1	0	2	243
1958	1	0	3	156
1958	1	1	1	2500
1958	1	2	1	205
1958	1	2	2	417
1958	1	2	3	675
1958	2	0	1	56
1958	2	0	2	243
1958	2	0	3	71
1958	2	1	1	2500
1958	2	2	1	205
1958	2	2	2	417
1958	2	2	3	655
1958	3	0	1	56
1958	3	0	2	243
1958	3	0	3	82
1958	3	1	1	2500
1958	3	2	1	205
1958	3	2	2	417
1958	3	2	3	677
1959	0	0	1	55
1959	0	0	2	244
1959	0	0	3	94
1959	0	1	1	2500
1959	0	2	1	221
1959	0	2	2	423
1959	0	2	3	697
1959	1	0	1	55
1959	1	0	2	244
1959	1	0	3	220
1959	1	1	1	2500
1959	1	2	1	221
1959	1	2	2	423
1959	1	2	3	665
1959	2	0	1	55
1959	2	0	2	244
1959	2	0	3	69
1959	2	1	1	2500
1959	2	2	1	221
1959	2	2	2	423
1959	2	2	3	661
1959	3	0	1	55
1959	3	0	2	244
1959	3	0	3	69
1959	3	1	1	2500
1959	3	2	1	221
1959	3	2	2	423
1959	3	2	3	663
1960	0	0	1	56
1960	0	0	2	294
1960	0	0	3	258
1960	0	1	1	2289
1960	0	2	1	287
1960	0	2	2	445
1960	0	2	3	692
1960	1	0	1	56
1960	1	0	2	294
1960	1	0	3	165
1960	1	1	1	2754
1960	1	2	1	287
1960	1	2	2	445
1960	1	2	3	707
1960	2	0	1	56
1960	2	0	2	294
1960	2	0	3	73
1960	2	1	1	2107
1960	2	2	1	287
1960	2	2	2	445
1960	2	2	3	680
1960	3	0	1	56
1960	3	0	2	294
1960	3	0	3	97
1960	3	1	1	1850
1960	3	2	1	287
1960	3	2	2	445
1960	3	2	3	700
1961	0	0	1	143
1961	0	0	2	270
1961	0	0	3	75
1961	0	1	1	2183
1961	0	2	1	353
1961	0	2	2	497
1961	0	2	3	758
1961	1	0	1	38
1961	1	0	2	270
1961	1	0	3	177
1961	1	1	1	2490
1961	1	2	1	353
1961	1	2	2	497
1961	1	2	3	751
1961	2	0	1	13
1961	2	0	2	270
1961	2	0	3	242
1961	2	1	1	1638
1961	2	2	1	353
1961	2	2	2	497
1961	2	2	3	760
1961	3	0	1	190
1961	3	0	2	270
1961	3	0	3	175
1961	3	1	1	1689
1961	3	2	1	353
1961	3	2	2	497
1961	3	2	3	772
1962	0	0	1	25
1962	0	0	2	409
1962	0	0	3	196
1962	0	1	1	2203
1962	0	2	1	531
1962	0	2	2	648
1962	0	2	3	998
1962	1	0	1	7
1962	1	0	2	409
1962	1	0	3	90
1962	1	1	1	2342
1962	1	2	1	531
1962	1	2	2	648
1962	1	2	3	964
1962	2	0	1	2
1962	2	0	2	409
1962	2	0	3	91
1962	2	1	1	1700
1962	2	2	1	531
1962	2	2	2	648
1962	2	2	3	976
1962	3	0	1	37
1962	3	0	2	409
1962	3	0	3	191
1962	3	1	1	1755
1962	3	2	1	531
1962	3	2	2	648
1962	3	2	3	985
1963	0	0	0	12
1963	0	0	1	98
1963	0	0	2	608
1963	0	0	3	119
1963	0	1	1	2326
1963	0	2	1	710
1963	0	2	2	730
1963	0	2	3	1063
1963	1	0	0	12
1963	1	0	1	26
1963	1	0	2	608
1963	1	0	3	190
1963	1	1	1	2186
1963	1	2	1	710
1963	1	2	2	730
1963	1	2	3	1080
1963	2	0	0	12
1963	2	0	1	9
1963	2	0	2	608
1963	2	0	3	133
1963	2	1	1	1700
1963	2	2	1	710
1963	2	2	2	730
1963	2	2	3	1074
1963	3	0	0	12
1963	3	0	1	142
1963	3	0	2	608
1963	3	0	3	92
1963	3	1	1	1789
1963	3	2	1	710
1963	3	2	2	730
1963	3	2	3	1062
1964	0	0	0	55
1964	0	0	1	86
1964	0	0	2	834
1964	0	0	3	113
1964	0	1	1	2326
1964	0	2	1	687
1964	0	2	2	728
1964	0	2	3	1072
1964	1	0	0	55
1964	1	0	1	24
1964	1	0	2	863
1964	1	0	3	133
1964	1	1	1	2186
1964	1	2	1	687
1964	1	2	2	728
1964	1	2	3	1062
1964	2	0	0	55
1964	2	0	1	8
1964	2	0	2	834
1964	2	0	3	133
1964	2	1	1	1700
1964	2	2	1	687
1964	2	2	2	728
1964	2	2	3	1076
1964	3	0	0	55
1964	3	0	1	120
1964	3	0	2	834
1964	3	0	3	160
1964	3	1	1	1789
1964	3	2	1	687
1964	3	2	2	728
1964	3	2	3	1080
1965	0	0	0	3
1965	0	0	1	57
1965	0	0	2	903
1965	0	0	3	157
1965	0	1	1	4099
1965	0	2	1	664
1965	0	2	2	743
1965	0	2	3	1096
1965	1	0	0	3
1965	1	0	1	16
1965	1	0	2	922
1965	1	0	3	183
1965	1	1	1	3852
1965	1	2	1	664
1965	1	2	2	743
1965	1	2	3	1104
1965	2	0	0	3
1965	2	0	1	5
1965	2	0	2	903
1965	2	0	3	104
1965	2	1	1	2996
1965	2	2	1	664
1965	2	2	2	743
1965	2	2	3	1089
1965	3	0	0	3
1965	3	0	1	77
1965	3	0	2	903
1965	3	0	3	102
1965	3	1	1	3153
1965	3	2	1	664
1965	3	2	2	743
1965	3	2	3	1096
1966	0	0	1	41
1966	0	0	2	1205
1966	0	0	3	174
1966	0	1	1	4913
1966	0	2	1	440
1966	0	2	2	1163
1966	0	2	3	1169
1966	1	0	1	12
1966	1	0	2	1205
1966	1	0	3	276
1966	1	1	1	4617
1966	1	2	1	440
1966	1	2	2	1163
1966	1	2	3	1169
1966	2	0	1	4
1966	2	0	2	1218
1966	2	0	3	135
1966	2	1	1	3591
1966	2	2	1	440
1966	2	2	2	1163
1966	2	2	3	1178
1966	3	0	1	55
1966	3	0	2	1205
1966	3	0	3	154
1966	3	1	1	3779
1966	3	2	1	440
1966	3	2	2	1163
1966	3	2	3	1177
1967	0	0	1	59
1967	0	0	2	1171
1967	0	0	3	202
1967	0	1	1	5494
1967	0	2	1	484
1967	0	2	2	1234
1967	0	2	3	1216
1967	1	0	1	17
1967	1	0	2	1172
1967	1	0	3	197
1967	1	1	1	5163
1967	1	2	1	484
1967	1	2	2	1234
1967	1	2	3	1216
1967	2	0	1	5
1967	2	0	2	1190
1967	2	0	3	138
1967	2	1	1	4016
1967	2	2	1	484
1967	2	2	2	1234
1967	2	2	3	1210
1967	3	0	1	80
1967	3	0	2	1171
1967	3	0	3	153
1967	3	1	1	4226
1967	3	2	1	484
1967	3	2	2	1234
1967	3	2	3	1208
1968	0	0	1	90
1968	0	0	2	1177
1968	0	0	3	248
1968	0	1	1	5087
1968	0	2	1	548
1968	0	2	2	1321
1968	0	2	3	1252
1968	1	0	1	26
1968	1	0	2	1178
1968	1	0	3	302
1968	1	1	1	4781
1968	1	2	1	548
1968	1	2	2	1321
1968	1	2	3	1245
1968	2	0	1	8
1968	2	0	2	1206
1968	2	0	3	215
1968	2	1	1	3719
1968	2	2	1	548
1968	2	2	2	1321
1968	2	2	3	1237
1968	3	0	1	121
1968	3	0	2	1177
1968	3	0	3	242
1968	3	1	1	3913
1968	3	2	1	548
1968	3	2	2	1321
1968	3	2	3	1236
1969	0	0	1	74
1969	0	0	2	1063
1969	0	0	3	298
1969	0	1	1	5698
1969	0	2	1	613
1969	0	2	2	1432
1969	0	2	3	1311
1969	1	0	1	29
1969	1	0	2	1065
1969	1	0	3	147
1969	1	1	1	5355
1969	1	2	1	613
1969	1	2	2	1432
1969	1	2	3	1315
1969	2	0	1	19
1969	2	0	2	1103
1969	2	0	3	215
1969	2	1	1	4165
1969	2	2	1	613
1969	2	2	2	1432
1969	2	2	3	1306
1969	3	0	1	221
1969	3	0	2	1063
1969	3	0	3	163
1969	3	1	1	4383
1969	3	2	1	613
1969	3	2	2	1432
1969	3	2	3	1305
1970	0	0	1	70
1970	0	0	2	969
1970	0	0	3	191
1970	0	1	1	6554
1970	0	1	3	203
1970	0	2	0	0
1970	0	2	1	482
1970	0	2	2	892
1970	0	2	3	1116
1970	1	0	1	30
1970	1	0	2	970
1970	1	0	3	173
1970	1	1	1	5346
1970	1	1	3	92
1970	1	2	0	0
1970	1	2	1	482
1970	1	2	2	1050
1970	1	2	3	1123
1970	2	0	1	15
1970	2	0	2	1004
1970	2	0	3	191
1970	2	1	1	6808
1970	2	1	3	163
1970	2	2	0	0
1970	2	2	1	482
1970	2	2	2	1706
1970	2	2	3	1160
1970	3	0	1	185
1970	3	0	2	969
1970	3	0	3	168
1970	3	1	1	8892
1970	3	1	3	176
1970	3	2	0	0
1970	3	2	1	482
1970	3	2	2	1066
1970	3	2	3	1114
1971	0	0	1	101
1971	0	0	2	793
1971	0	0	3	276
1971	0	1	1	6866
1971	0	1	3	174
1971	0	2	0	0
1971	0	2	1	350
1971	0	2	2	716
1971	0	2	3	1037
1971	1	0	1	46
1971	1	0	2	795
1971	1	0	3	215
1971	1	1	1	6479
1971	1	1	3	131
1971	1	2	0	0
1971	1	2	1	350
1971	1	2	2	962
1971	1	2	3	1031
1971	2	0	1	26
1971	2	0	2	840
1971	2	0	3	274
1971	2	1	1	5570
1971	2	1	3	59
1971	2	2	0	0
1971	2	2	1	350
1971	2	2	2	1472
1971	2	2	3	1028
1971	3	0	1	256
1971	3	0	2	793
1971	3	0	3	201
1971	3	1	1	9092
1971	3	1	3	119
1971	3	2	0	0
1971	3	2	1	350
1971	3	2	2	782
1971	3	2	3	1028
1972	0	0	1	73
1972	0	0	2	947
1972	0	0	3	274
1972	0	1	1	6816
1972	0	1	3	124
1972	0	2	0	0
1972	0	2	1	579
1972	0	2	2	1043
1972	0	2	3	1360
1972	1	0	1	36
1972	1	0	2	948
1972	1	0	3	285
1972	1	1	1	3582
1972	1	1	3	54
1972	1	2	0	0
1972	1	2	1	579
1972	1	2	2	1321
1972	1	2	3	1361
1972	2	0	1	16
1972	2	0	2	980
1972	2	0	3	271
1972	2	1	1	3866
1972	2	1	3	91
1972	2	2	0	0
1972	2	2	1	579
1972	2	2	2	1933
1972	2	2	3	1362
1972	3	0	1	175
1972	3	0	2	947
1972	3	0	3	248
1972	3	1	1	3214
1972	3	1	3	71
1972	3	2	0	0
1972	3	2	1	579
1972	3	2	2	1379
1972	3	2	3	1358
1973	0	0	1	1451
1973	0	0	2	1090
1973	0	0	3	350
1973	0	1	1	6326
1973	0	1	3	169
1973	0	2	0	0
1973	0	2	1	703
1973	0	2	2	1222
1973	0	2	3	1514
1973	1	0	1	1308
1973	1	0	2	884
1973	1	0	3	287
1973	1	1	1	3383
1973	1	1	3	108
1973	1	2	0	0
1973	1	2	1	703
1973	1	2	2	1576
1973	1	2	3	1886
1973	2	0	1	1271
1973	2	0	2	608
1973	2	0	3	360
1973	2	1	1	3750
1973	2	1	3	25
1973	2	2	0	0
1973	2	2	1	703
1973	2	2	2	2362
1973	2	2	3	1889
1973	3	0	1	1517
1973	3	0	2	466
1973	3	0	3	266
1973	3	1	1	6089
1973	3	1	3	149
1973	3	2	0	0
1973	3	2	1	703
1973	3	2	2	1667
1973	3	2	3	1761
1974	0	0	1	2867
1974	0	0	2	1380
1974	0	0	3	394
1974	0	1	1	5876
1974	0	1	3	221
1974	0	2	0	0
1974	0	2	1	617
1974	0	2	2	1055
1974	0	2	3	2021
1974	1	0	1	2688
1974	1	0	2	1332
1974	1	0	3	327
1974	1	1	1	6779
1974	1	1	3	105
1974	1	2	0	0
1974	1	2	1	617
1974	1	2	2	1371
1974	1	2	3	2013
1974	2	0	1	2645
1974	2	0	2	609
1974	2	0	3	412
1974	2	1	1	4010
1974	2	1	3	19
1974	2	2	0	0
1974	2	2	1	617
1974	2	2	2	2653
1974	2	2	3	1900
1974	3	0	1	2953
1974	3	0	2	867
1974	3	0	3	301
1974	3	1	1	5864
1974	3	1	3	76
1974	3	2	0	0
1974	3	2	1	617
1974	3	2	2	1708
1974	3	2	3	1856
1975	0	0	1	797
1975	0	0	2	1402
1975	0	0	3	453
1975	0	1	1	3796
1975	0	1	3	69
1975	0	2	0	0
1975	0	2	1	502
1975	0	2	2	969
1975	0	2	3	2807
1975	1	0	1	538
1975	1	0	2	1667
1975	1	0	3	342
1975	1	1	1	4567
1975	1	1	3	73
1975	1	2	0	0
1975	1	2	1	502
1975	1	2	2	1425
1975	1	2	3	2795
1975	2	0	1	476
1975	2	0	2	597
1975	2	0	3	478
1975	2	1	1	3494
1975	2	1	3	54
1975	2	2	0	0
1975	2	2	1	502
1975	2	2	2	3277
1975	2	2	3	2635
1975	3	0	1	922
1975	3	0	2	995
1975	3	0	3	314
1975	3	1	1	3068
1975	3	1	3	73
1975	3	2	0	0
1975	3	2	1	502
1975	3	2	2	1912
1975	3	2	3	2569
1976	0	0	1	265
1976	0	0	2	1124
1976	0	0	3	437
1976	0	1	1	5351
1976	0	1	3	139
1976	0	2	0	0
1976	0	2	1	900
1976	0	2	2	1555
1976	0	2	3	3255
1976	1	0	1	78
1976	1	0	2	1481
1976	1	0	3	367
1976	1	1	1	5866
1976	1	1	3	121
1976	1	2	0	0
1976	1	2	1	900
1976	1	2	2	2063
1976	1	2	3	3241
1976	2	0	1	33
1976	2	0	2	707
1976	2	0	3	461
1976	2	1	1	3362
1976	2	1	3	58
1976	2	2	0	0
1976	2	2	1	900
1976	2	2	2	4127
1976	2	2	3	3061
1976	3	0	1	356
1976	3	0	2	1094
1976	3	0	3	342
1976	3	1	1	4008
1976	3	1	3	159
1976	3	2	0	0
1976	3	2	1	900
1976	3	2	2	2606
1976	3	2	3	2989
1977	0	0	1	331
1977	0	0	2	1011
1977	0	0	3	479
1977	0	1	1	3844
1977	0	1	3	123
1977	0	2	0	0
1977	0	2	1	911
1977	0	2	2	1567
1977	0	2	3	3637
1977	1	0	1	160
1977	1	0	2	1335
1977	1	0	3	412
1977	1	1	1	3405
1977	1	1	3	77
1977	1	2	0	0
1977	1	2	1	911
1977	1	2	2	2167
1977	1	2	3	3620
1977	2	0	1	119
1977	2	0	2	647
1977	2	0	3	502
1977	2	1	1	3154
1977	2	1	3	24
1977	2	2	0	0
1977	2	2	1	911
1977	2	2	2	4609
1977	2	2	3	3408
1977	3	0	1	413
1977	3	0	2	998
1977	3	0	3	392
1977	3	1	1	3263
1977	3	1	3	82
1977	3	2	0	132
1977	3	2	1	911
1977	3	2	2	2810
1977	3	2	3	3324
1978	0	0	0	0
1978	0	0	1	517
1978	0	0	2	588
1978	0	0	3	605
1978	0	1	1	4585
1978	0	1	3	107
1978	0	2	0	1341
1978	0	2	1	1122
1978	0	2	2	1510
1978	0	2	3	1894
1978	1	0	0	0
1978	1	0	1	240
1978	1	0	2	784
1978	1	0	3	490
1978	1	1	1	2625
1978	1	1	3	51
1978	1	2	0	735
1978	1	2	1	1122
1978	1	2	2	1784
1978	1	2	3	1885
1978	2	0	0	0
1978	2	0	1	174
1978	2	0	2	458
1978	2	0	3	635
1978	2	1	1	2798
1978	2	1	3	34
1978	2	2	0	1459
1978	2	2	1	1122
1978	2	2	2	2901
1978	2	2	3	1815
1978	3	0	0	0
1978	3	0	1	650
1978	3	0	2	591
1978	3	0	3	462
1978	3	1	1	3154
1978	3	1	3	79
1978	3	2	0	2012
1978	3	2	1	1122
1978	3	2	2	2078
1978	3	2	3	1786
1979	0	0	0	12
1979	0	0	1	579
1979	0	0	2	992
1979	0	0	3	699
1979	0	1	1	5203
1979	0	1	3	83
1979	0	2	0	1355
1979	0	2	1	996
1979	0	2	2	178
1979	0	2	3	1790
1979	1	0	0	9
1979	1	0	1	205
1979	1	0	2	1490
1979	1	0	3	609
1979	1	1	1	4049
1979	1	1	3	91
1979	1	2	0	831
1979	1	2	1	996
1979	1	2	2	5254
1979	1	2	3	1784
1979	2	0	0	11
1979	2	0	1	116
1979	2	0	2	548
1979	2	0	3	700
1979	2	1	1	3181
1979	2	1	3	57
1979	2	2	0	1422
1979	2	2	1	996
1979	2	2	2	1508
1979	2	2	3	1721
1979	3	0	0	10
1979	3	0	1	759
1979	3	0	2	997
1979	3	0	3	529
1979	3	1	1	4822
1979	3	1	3	101
1979	3	2	0	1383
1979	3	2	1	996
1979	3	2	2	722
1979	3	2	3	1692
1980	0	0	0	282
1980	0	0	1	299
1980	0	0	2	464
1980	0	0	3	711
1980	0	1	1	6458
1980	0	1	3	197
1980	0	2	0	1515
1980	0	2	1	1131
1980	0	2	2	1611
1980	0	2	3	2015
1980	1	0	0	227
1980	1	0	1	87
1980	1	0	2	632
1980	1	0	3	673
1980	1	1	1	4251
1980	1	1	3	114
1980	1	2	0	883
1980	1	2	1	1131
1980	1	2	2	1903
1980	1	2	3	2010
1980	2	0	0	248
1980	2	0	1	36
1980	2	0	2	270
1980	2	0	3	716
1980	2	1	1	4885
1980	2	1	3	42
1980	2	2	0	1551
1980	2	2	1	1131
1980	2	2	2	3088
1980	2	2	3	1934
1980	3	0	0	243
1980	3	0	1	402
1980	3	0	2	478
1980	3	0	3	583
1980	3	1	1	6577
1980	3	1	3	125
1980	3	2	0	1386
1980	3	2	1	1131
1980	3	2	2	2215
1980	3	2	3	1906
1981	0	0	0	635
1981	0	0	1	409
1981	0	0	2	715
1981	0	0	3	777
1981	0	1	1	6197
1981	0	1	3	173
1981	0	2	0	1630
1981	0	2	1	1307
1981	0	2	2	220
1981	0	2	3	2269
1981	1	0	0	396
1981	1	0	1	150
1981	1	0	2	962
1981	1	0	3	780
1981	1	1	1	4317
1981	1	1	3	95
1981	1	2	0	889
1981	1	2	1	1307
1981	1	2	2	545
1981	1	2	3	2259
1981	2	0	0	431
1981	2	0	1	88
1981	2	0	2	412
1981	2	0	3	852
1981	2	1	1	4441
1981	2	1	3	58
1981	2	2	0	1682
1981	2	2	1	1307
1981	2	2	2	8432
1981	2	2	3	2179
1981	3	0	0	438
1981	3	0	1	534
1981	3	0	2	715
1981	3	0	3	681
1981	3	1	1	4691
1981	3	1	3	88
1981	3	2	0	1388
1981	3	2	1	1307
1981	3	2	2	894
1981	3	2	3	2142
1982	0	0	0	985
1982	0	0	1	492
1982	0	0	2	901
1982	0	0	3	833
1982	0	1	1	3779
1982	0	1	3	84
1982	0	2	0	2329
1982	0	2	1	1239
1982	0	2	2	1961
1982	0	2	3	2786
1982	1	0	0	600
1982	1	0	1	146
1982	1	0	2	1205
1982	1	0	3	1034
1982	1	1	1	4650
1982	1	1	3	43
1982	1	2	0	1439
1982	1	2	1	1221
1982	1	2	2	2395
1982	1	2	3	2780
1982	2	0	0	600
1982	2	0	1	63
1982	2	0	2	511
1982	2	0	3	991
1982	2	1	1	3868
1982	2	1	3	23
1982	2	2	0	2291
1982	2	2	1	1216
1982	2	2	2	4162
1982	2	2	3	2665
1982	3	0	0	1033
1982	3	0	1	659
1982	3	0	2	886
1982	3	0	3	768
1982	3	1	1	2977
1982	3	1	3	35
1982	3	2	0	2011
1982	3	2	1	1216
1982	3	2	2	2860
1982	3	2	3	2621
1983	0	0	0	2526
1983	0	0	1	554
1983	0	0	2	308
1983	0	0	3	882
1983	0	1	1	6059
1983	0	1	3	83
1983	0	2	0	2145
1983	0	2	1	1168
1983	0	2	2	1841
1983	0	2	3	2701
1983	1	0	0	2069
1983	1	0	1	151
1983	1	0	2	414
1983	1	0	3	1127
1983	1	1	1	5796
1983	1	1	3	46
1983	1	2	0	1214
1983	1	2	1	1141
1983	1	2	2	2265
1983	1	2	3	2689
1983	2	0	0	1220
1983	2	0	1	55
1983	2	0	2	179
1983	2	0	3	1194
1983	2	1	1	3429
1983	2	1	3	29
1983	2	2	0	2216
1983	2	2	1	1138
1983	2	2	2	3990
1983	2	2	3	2581
1983	3	0	0	4512
1983	3	0	1	748
1983	3	0	2	304
1983	3	0	3	849
1983	3	1	1	3994
1983	3	1	3	41
1983	3	2	0	1888
1983	3	2	1	1141
1983	3	2	2	2719
1983	3	2	3	2539
1984	0	0	0	4091
1984	0	0	1	407
1984	0	0	2	342
1984	0	0	3	1037
1984	0	1	1	7921
1984	0	1	3	167
1984	0	2	0	2165
1984	0	2	1	819
1984	0	2	2	1506
1984	0	2	3	2667
1984	1	0	0	5652
1984	1	0	1	158
1984	1	0	2	477
1984	1	0	3	1315
1984	1	1	1	5775
1984	1	1	3	102
1984	1	2	0	1193
1984	1	2	1	409
1984	1	2	2	1944
1984	1	2	3	2650
1984	2	0	0	11614
1984	2	0	1	105
1984	2	0	2	205
1984	2	0	3	1430
1984	2	1	1	6634
1984	2	1	3	31
1984	2	2	0	2326
1984	2	2	1	323
1984	2	2	2	3725
1984	2	2	3	2540
1984	3	0	0	18903
1984	3	0	1	1219
1984	3	0	2	342
1984	3	0	3	956
1984	3	1	1	11998
1984	3	1	3	40
1984	3	2	0	1873
1984	3	2	1	2132
1984	3	2	2	2413
1984	3	2	3	2496
1985	0	0	0	8346
1985	0	0	1	637
1985	0	0	2	552
1985	0	0	3	1068
1985	0	1	1	11912
1985	0	1	3	117
1985	0	2	0	2348
1985	0	2	1	1386
1985	0	2	2	1873
1985	0	2	3	2785
1985	1	0	0	9391
1985	1	0	1	372
1985	1	0	2	736
1985	1	0	3	1321
1985	1	1	1	9001
1985	1	1	3	37
1985	1	2	0	1293
1985	1	2	1	874
