year	quarter	region	method	catch
1985	1	2	2	2248
1985	1	2	3	2785
1985	2	0	0	17654
1985	2	0	1	0
1985	2	0	2	317
1985	2	0	3	1439
1985	2	1	1	7587
1985	2	1	3	78
1985	2	2	0	2342
1985	2	2	1	159
1985	2	2	2	3802
1985	2	2	3	2679
1985	3	0	0	24072
1985	3	0	1	736
1985	3	0	2	541
1985	3	0	3	1006
1985	3	1	1	13670
1985	3	1	3	48
1985	3	2	0	1957
1985	3	2	1	1572
1985	3	2	2	2285
1985	3	2	3	2617
1986	0	0	0	10804
1986	0	0	1	800
1986	0	0	2	418
1986	0	0	3	1193
1986	0	1	1	11852
1986	0	1	3	47
1986	0	2	0	211
1986	0	2	1	980
1986	0	2	2	2132
1986	0	2	3	2983
1986	1	0	0	20886
1986	1	0	1	217
1986	1	0	2	561
1986	1	0	3	1459
1986	1	1	1	8092
1986	1	1	3	19
1986	1	2	0	1750
1986	1	2	1	939
1986	1	2	2	2997
1986	1	2	3	2970
1986	2	0	0	18300
1986	2	0	1	77
1986	2	0	2	244
1986	2	0	3	1736
1986	2	1	1	9738
1986	2	1	3	281
1986	2	2	0	3407
1986	2	2	1	936
1986	2	2	2	3817
1986	2	2	3	2851
1986	3	0	0	18784
1986	3	0	1	1083
1986	3	0	2	412
1986	3	0	3	1142
1986	3	1	1	15402
1986	3	1	3	42
1986	3	2	0	2676
1986	3	2	1	940
1986	3	2	2	1977
1986	3	2	3	2804
1987	0	0	0	11592
1987	0	0	1	1009
1987	0	0	2	985
1987	0	0	3	1502
1987	0	1	1	13414
1987	0	1	3	108
1987	0	2	0	2638
1987	0	2	1	1423
1987	0	2	2	1916
1987	0	2	3	3053
1987	1	0	0	19164
1987	1	0	1	712
1987	1	0	2	1329
1987	1	0	3	1505
1987	1	1	1	11562
1987	1	1	3	37
1987	1	2	0	1931
1987	1	2	1	956
1987	1	2	2	2287
1987	1	2	3	3036
1987	2	0	0	26366
1987	2	0	1	10
1987	2	0	2	556
1987	2	0	3	2115
1987	2	1	1	8900
1987	2	1	3	63
1987	2	2	0	2353
1987	2	2	1	168
1987	2	2	2	3340
1987	2	2	3	2916
1987	3	0	0	26712
1987	3	0	1	1202
1987	3	0	2	967
1987	3	0	3	1390
1987	3	1	1	8739
1987	3	1	3	87
1987	3	2	0	2070
1987	3	2	1	1500
1987	3	2	2	3982
1987	3	2	3	2871
1988	0	0	0	9654
1988	0	0	1	2016
1988	0	0	2	2055
1988	0	0	3	1514
1988	0	1	1	18356
1988	0	1	3	81
1988	0	2	0	2729
1988	0	2	1	2858
1988	0	2	2	2081
1988	0	2	3	3191
1988	1	0	0	14974
1988	1	0	1	195
1988	1	0	2	1717
1988	1	0	3	1516
1988	1	1	1	8886
1988	1	1	3	74
1988	1	2	0	1515
1988	1	2	1	449
1988	1	2	2	2886
1988	1	2	3	3734
1988	2	0	0	32157
1988	2	0	1	3
1988	2	0	2	1043
1988	2	0	3	2055
1988	2	1	1	10913
1988	2	1	3	51
1988	2	2	0	2843
1988	2	2	1	196
1988	2	2	2	4714
1988	2	2	3	3736
1988	3	0	0	37964
1988	3	0	1	366
1988	3	0	2	904
1988	3	0	3	1414
1988	3	1	1	20062
1988	3	1	3	123
1988	3	2	0	2364
1988	3	2	1	673
1988	3	2	2	3202
1988	3	2	3	3540
1989	0	0	0	35463
1989	0	0	1	1106
1989	0	0	2	2626
1989	0	0	3	1640
1989	0	1	1	16189
1989	0	1	3	108
1989	0	2	0	5590
1989	0	2	1	1449
1989	0	2	2	6603
1989	0	2	3	4735
1989	1	0	0	27480
1989	1	0	1	173
1989	1	0	2	2834
1989	1	0	3	1665
1989	1	1	1	12925
1989	1	1	3	75
1989	1	2	0	1324
1989	1	2	1	404
1989	1	2	2	1319
1989	1	2	3	4129
1989	2	0	0	34900
1989	2	0	1	130
1989	2	0	2	998
1989	2	0	3	2279
1989	2	1	1	12720
1989	2	1	3	30
1989	2	2	0	1703
1989	2	2	1	356
1989	2	2	2	4541
1989	2	2	3	3457
1989	3	0	0	31641
1989	3	0	1	1657
1989	3	0	2	1926
1989	3	0	3	1542
1989	3	1	1	15976
1989	3	1	3	122
1989	3	2	0	1544
1989	3	2	1	2063
1989	3	2	2	2441
1989	3	2	3	3615
1990	0	0	0	27275
1990	0	0	1	2952
1990	0	0	2	2269
1990	0	0	3	1684
1990	0	1	1	14361
1990	0	1	3	53
1990	0	2	0	2494
1990	0	2	1	4062
1990	0	2	2	3006
1990	0	2	3	3321
1990	1	0	0	24980
1990	1	0	2	3846
1990	1	0	3	1645
1990	1	1	1	10876
1990	1	1	3	132
1990	1	2	0	1595
1990	1	2	1	167
1990	1	2	2	3394
1990	1	2	3	3379
1990	2	0	0	29444
1990	2	0	2	776
1990	2	0	3	2245
1990	2	1	1	13929
1990	2	1	3	399
1990	2	2	0	2414
1990	2	2	1	164
1990	2	2	2	5301
1990	2	2	3	3150
1990	3	0	0	24803
1990	3	0	2	2105
1990	3	0	3	1521
1990	3	1	1	21545
1990	3	1	3	130
1990	3	2	0	1990
1990	3	2	1	168
1990	3	2	2	3895
1990	3	2	3	3090
1991	0	0	0	13758
1991	0	0	1	2376
1991	0	0	2	1158
1991	0	0	3	1683
1991	0	1	1	11275
1991	0	1	3	70
1991	0	2	0	2966
1991	0	2	1	1267
1991	0	2	2	3406
1991	0	2	3	3845
1991	1	0	0	25648
1991	1	0	1	221
1991	1	0	2	2442
1991	1	0	3	1698
1991	1	1	1	14220
1991	1	1	3	230
1991	1	2	0	1926
1991	1	2	1	1267
1991	1	2	2	3959
1991	1	2	3	3878
1991	2	0	0	34745
1991	2	0	1	21
1991	2	0	2	2255
1991	2	0	3	2356
1991	2	1	1	16070
1991	2	1	3	60
1991	2	2	0	2844
1991	2	2	1	1267
1991	2	2	2	6208
1991	2	2	3	3686
1991	3	0	0	47822
1991	3	0	1	598
1991	3	0	2	3010
1991	3	0	3	1570
1991	3	1	1	16760
1991	3	1	3	212
1991	3	2	0	2404
1991	3	2	1	1267
1991	3	2	2	4551
1991	3	2	3	3618
1992	0	0	0	34323
1992	0	0	1	2747
1992	0	0	2	2722
1992	0	0	3	1739
1992	0	1	1	13285
1992	0	1	3	184
1992	0	2	0	2678
1992	0	2	1	1376
1992	0	2	2	4131
1992	0	2	3	4355
1992	1	0	0	40543
1992	1	0	1	255
1992	1	0	2	3351
1992	1	0	3	1742
1992	1	1	1	17499
1992	1	1	3	177
1992	1	2	0	1438
1992	1	2	1	1360
1992	1	2	2	4635
1992	1	2	3	7617
1992	2	0	0	36141
1992	2	0	1	24
1992	2	0	2	2016
1992	2	0	3	2514
1992	2	1	1	9579
1992	2	1	3	119
1992	2	2	0	2593
1992	2	2	1	1360
1992	2	2	2	6684
1992	2	2	3	4697
1992	3	0	0	39878
1992	3	0	1	691
1992	3	0	2	2711
1992	3	0	3	1607
1992	3	1	1	17247
1992	3	1	3	487
1992	3	2	0	2235
1992	3	2	1	1360
1992	3	2	2	5174
1992	3	2	3	3462
1993	0	0	0	30858
1993	0	0	1	2897
1993	0	0	2	2969
1993	0	0	3	1762
1993	0	1	1	14746
1993	0	1	3	158
1993	0	2	0	3690
1993	0	2	1	1558
1993	0	2	2	5050
1993	0	2	3	5594
1993	1	0	0	46103
1993	1	0	1	269
1993	1	0	2	3741
1993	1	0	3	1764
1993	1	1	1	14284
1993	1	1	3	250
1993	1	2	0	1999
1993	1	2	1	1558
1993	1	2	2	5798
1993	1	2	3	7475
1993	2	0	0	45189
1993	2	0	1	25
1993	2	0	2	2175
1993	2	0	3	2587
1993	2	1	1	14120
1993	2	1	3	190
1993	2	2	0	3967
1993	2	2	1	1558
1993	2	2	2	8838
1993	2	2	3	5296
1993	3	0	0	39575
1993	3	0	1	729
1993	3	0	2	2972
1993	3	0	3	1618
1993	3	1	1	14827
1993	3	1	3	164
1993	3	2	0	5167
1993	3	2	1	1558
1993	3	2	2	6598
1993	3	2	3	4853
1994	0	0	0	23248
1994	0	0	1	2891
1994	0	0	2	4030
1994	0	0	3	1725
1994	0	1	1	18476
1994	0	1	3	219
1994	0	2	0	6770
1994	0	2	1	1713
1994	0	2	2	6422
1994	0	2	3	5675
1994	1	0	0	39818
1994	1	0	1	268
1994	1	0	2	4774
1994	1	0	3	1759
1994	1	1	1	16602
1994	1	1	3	47
1994	1	2	0	6383
1994	1	2	1	1699
1994	1	2	2	7244
1994	1	2	3	5687
1994	2	0	0	49756
1994	2	0	1	25
1994	2	0	2	3084
1994	2	0	3	2557
1994	2	1	1	18571
1994	2	1	3	26
1994	2	2	0	6075
1994	2	2	1	1681
1994	2	2	2	10584
1994	2	2	3	5408
1994	3	0	0	51942
1994	3	0	1	728
1994	3	0	2	4124
1994	3	0	3	1590
1994	3	1	1	15304
1994	3	1	3	166
1994	3	2	0	9034
1994	3	2	1	1681
1994	3	2	2	8123
1994	3	2	3	5344
1995	0	0	0	38812
1995	0	0	1	3223
1995	0	0	2	2225
1995	0	0	3	1837
1995	0	1	1	19719
1995	0	1	3	91
1995	0	2	0	8873
1995	0	2	1	2340
1995	0	2	2	5667
1995	0	2	3	5821
1995	1	0	0	38129
1995	1	0	1	299
1995	1	0	2	3016
1995	1	0	3	1849
1995	1	1	1	14758
1995	1	1	3	143
1995	1	2	0	6851
1995	1	2	1	1973
1995	1	2	2	6505
1995	1	2	3	5816
1995	2	0	0	44195
1995	2	0	1	28
1995	2	0	2	1509
1995	2	0	3	2756
1995	2	1	1	12169
1995	2	1	3	120
1995	2	2	0	6167
1995	2	2	1	1943
1995	2	2	2	9910
1995	2	2	3	5603
1995	3	0	0	42262
1995	3	0	1	811
1995	3	0	2	2329
1995	3	0	3	1675
1995	3	1	1	23252
1995	3	1	3	122
1995	3	2	0	7767
1995	3	2	1	1981
1995	3	2	2	7401
1995	3	2	3	5530
1996	0	0	0	29389
1996	0	0	1	3241
1996	0	0	2	1763
1996	0	0	3	1856
1996	0	1	1	19079
1996	0	1	3	101
1996	0	2	0	6780
1996	0	2	1	2221
1996	0	2	2	6988
1996	0	2	3	6642
1996	1	0	0	31540
1996	1	0	1	301
1996	1	0	2	2241
1996	1	0	3	1889
1996	1	1	1	17640
1996	1	1	3	90
1996	1	2	0	4443
1996	1	2	1	2011
1996	1	2	2	7953
1996	1	2	3	6637
1996	2	0	0	33367
1996	2	0	1	28
1996	2	0	2	1349
1996	2	0	3	2772
1996	2	1	1	13947
1996	2	1	3	61
1996	2	2	0	5858
1996	2	2	1	2011
1996	2	2	2	11878
1996	2	2	3	6358
1996	3	0	0	47541
1996	3	0	1	816
1996	3	0	2	1738
1996	3	0	3	1689
1996	3	1	1	15508
1996	3	1	3	75
1996	3	2	0	6532
1996	3	2	1	2011
1996	3	2	2	8986
1996	3	2	3	6259
1997	0	0	0	31095
1997	0	0	1	3042
1997	0	0	2	3369
1997	0	0	3	1837
1997	0	1	1	17823
1997	0	1	3	119
1997	0	2	0	6206
1997	0	2	1	351
1997	0	2	2	9322
1997	0	2	3	7102
1997	1	0	0	25900
1997	1	0	1	282
1997	1	0	2	4159
1997	1	0	3	1854
1997	1	1	1	15834
1997	1	1	3	557
1997	1	2	0	5290
1997	1	2	1	351
1997	1	2	2	10327
1997	1	2	3	7098
1997	2	0	0	34135
1997	2	0	1	26
1997	2	0	2	2734
1997	2	0	3	2707
1997	2	1	1	17542
1997	2	1	3	108
1997	2	2	0	5704
1997	2	2	1	351
1997	2	2	2	14415
1997	2	2	3	6824
1997	3	0	0	48300
1997	3	0	1	766
1997	3	0	2	3285
1997	3	0	3	1681
1997	3	1	1	16891
1997	3	1	3	141
1997	3	2	0	6583
1997	3	2	1	351
1997	3	2	2	11403
1997	3	2	3	6693
1998	0	0	0	29824
1998	0	0	1	4078
1998	0	0	2	2362
1998	0	0	3	2180
1998	0	1	1	20458
1998	0	1	3	112
1998	0	2	0	19710
1998	0	2	1	1977
1998	0	2	2	8958
1998	0	2	3	6265
1998	1	0	0	27771
1998	1	0	1	379
1998	1	0	2	2910
1998	1	0	3	2178
1998	1	1	1	14871
1998	1	1	3	146
1998	1	2	0	5570
1998	1	2	1	380
1998	1	2	2	9711
1998	1	2	3	6244
1998	2	0	0	34455
1998	2	0	1	35
1998	2	0	2	1827
1998	2	0	3	3298
1998	2	1	1	15409
1998	2	1	3	211
1998	2	2	0	5686
1998	2	2	1	380
1998	2	2	2	12774
1998	2	2	3	6070
1998	3	0	0	36648
1998	3	0	1	1027
1998	3	0	2	2318
1998	3	0	3	1929
1998	3	1	1	27050
1998	3	1	3	152
1998	3	2	0	8058
1998	3	2	1	709
1998	3	2	2	10517
1998	3	2	3	5964
1999	0	0	0	37396
1999	0	0	1	3833
1999	0	0	2	4676
1999	0	0	3	1894
1999	0	1	1	22121
1999	0	1	3	219
1999	0	2	0	9143
1999	0	2	1	1055
1999	0	2	2	12152
1999	0	2	3	6606
1999	1	0	0	36889
1999	1	0	1	356
1999	1	0	2	5454
1999	1	0	3	1905
1999	1	1	1	24847
1999	1	1	3	100
1999	1	2	0	7110
1999	1	2	1	396
1999	1	2	2	12937
1999	1	2	3	6620
1999	2	0	0	58104
1999	2	0	1	33
1999	2	0	2	4150
1999	2	0	3	2827
1999	2	1	1	24306
1999	2	1	3	133
1999	2	2	0	5736
1999	2	2	1	396
1999	2	2	2	16128
1999	2	2	3	6397
1999	3	0	0	55422
1999	3	0	1	965
1999	3	0	2	4648
1999	3	0	3	1722
1999	3	1	1	21024
1999	3	1	3	139
1999	3	2	0	6199
1999	3	2	1	396
1999	3	2	2	13777
1999	3	2	3	6256
2000	0	0	0	33239
2000	0	0	1	3610
2000	0	0	2	5812
2000	0	0	3	1780
2000	0	1	1	23521
2000	0	1	3	463
2000	0	2	0	7200
2000	0	2	1	361
2000	0	2	2	13204
2000	0	2	3	6862
2000	1	0	0	43610
2000	1	0	1	335
2000	1	0	2	6274
2000	1	0	3	1668
2000	1	1	1	18155
2000	1	1	3	209
2000	1	2	0	5484
2000	1	2	1	361
2000	1	2	2	13764
2000	1	2	3	6859
2000	2	0	0	53097
2000	2	0	1	31
2000	2	0	2	5303
2000	2	0	3	2809
2000	2	1	1	19305
2000	2	1	3	155
2000	2	2	0	5253
2000	2	2	1	361
2000	2	2	2	16038
2000	2	2	3	6750
2000	3	0	0	63579
2000	3	0	1	909
2000	3	0	2	5946
2000	3	0	3	1732
2000	3	1	1	17791
2000	3	1	3	80
2000	3	2	0	5638
2000	3	2	1	361
2000	3	2	2	14362
2000	3	2	3	6708
2001	0	0	0	30984
2001	0	0	1	3922
2001	0	0	2	6717
2001	0	0	3	1896
2001	0	1	1	22189
2001	0	1	3	91
2001	0	2	0	6150
2001	0	2	1	352
2001	0	2	2	12006
2001	0	2	3	6543
2001	1	0	0	26146
2001	1	0	1	268
2001	1	0	2	7004
2001	1	0	3	1713
2001	1	1	1	17097
2001	1	1	3	94
2001	1	2	0	4048
2001	1	2	1	352
2001	1	2	2	12566
2001	1	2	3	6523
2001	2	0	0	64690
2001	2	0	1	36
2001	2	0	2	6314
2001	2	0	3	2657
2001	2	1	1	20338
2001	2	1	3	921
2001	2	2	0	5112
2001	2	2	1	352
2001	2	2	2	14840
2001	2	2	3	6537
2001	3	0	0	58407
2001	3	0	1	811
2001	3	0	2	7530
2001	3	0	3	1786
2001	3	1	1	27182
2001	3	1	3	132
2001	3	2	0	5352
2001	3	2	1	352
2001	3	2	2	13241
2001	3	2	3	6314
2002	0	0	0	39298
2002	0	0	1	3648
2002	0	0	2	6629
2002	0	0	3	2093
2002	0	1	1	29266
2002	0	1	3	162
2002	0	2	0	10021
2002	0	2	1	305
2002	0	2	2	11295
2002	0	2	3	5976
2002	1	0	0	35208
2002	1	0	1	249
2002	1	0	2	6960
2002	1	0	3	1770
2002	1	1	1	26386
2002	1	1	3	101
2002	1	2	0	2428
2002	1	2	1	305
2002	1	2	2	11714
2002	1	2	3	5967
2002	2	0	0	88146
2002	2	0	1	33
2002	2	0	2	6247
2002	2	0	3	2439
2002	2	1	1	26531
2002	2	1	3	273
2002	2	2	0	2440
2002	2	2	1	305
2002	2	2	2	13856
2002	2	2	3	5868
2002	3	0	0	73091
2002	3	0	1	754
2002	3	0	2	6597
2002	3	0	3	2117
2002	3	1	1	31673
2002	3	1	3	931
2002	3	2	0	2350
2002	3	2	1	305
2002	3	2	2	12557
2002	3	2	3	5810
2003	0	0	0	54201
2003	0	0	1	4354
2003	0	0	2	9837
2003	0	0	3	2169
2003	0	1	1	28813
2003	0	1	3	126
2003	0	2	0	8710
2003	0	2	1	313
2003	0	2	2	15287
2003	0	2	3	6656
2003	1	0	0	21940
2003	1	0	1	177
2003	1	0	2	10146
2003	1	0	3	1835
2003	1	1	1	26844
2003	1	1	3	24
2003	1	2	0	2211
2003	1	2	1	313
2003	1	2	2	15721
2003	1	2	3	6808
2003	2	0	0	53374
2003	2	0	1	39
2003	2	0	2	9516
2003	2	0	3	2562
2003	2	1	1	22579
2003	2	1	3	219
2003	2	2	0	2836
2003	2	2	1	313
2003	2	2	2	18064
2003	2	2	3	6651
2003	3	0	0	79490
2003	3	0	1	714
2003	3	0	2	9941
2003	3	0	3	2190
2003	3	1	1	29286
2003	3	1	3	438
2003	3	2	0	3060
2003	3	2	1	313
2003	3	2	2	16453
2003	3	2	3	6391
2004	0	0	0	29790
2004	0	0	1	4907
2004	0	0	2	14401
2004	0	0	3	2300
2004	0	1	1	31026
2004	0	1	3	166
2004	0	2	0	10363
2004	0	2	1	369
2004	0	2	2	15848
2004	0	2	3	8123
2004	1	0	0	18073
2004	1	0	1	80
2004	1	0	2	14668
2004	1	0	3	1895
2004	1	1	1	19650
2004	1	1	3	36
2004	1	2	0	3010
2004	1	2	1	369
2004	1	2	2	16246
2004	1	2	3	7463
2004	2	0	0	44834
2004	2	0	1	60
2004	2	0	2	13895
2004	2	0	3	2736
2004	2	1	1	23610
2004	2	1	3	703
2004	2	2	0	2946
2004	2	2	1	369
2004	2	2	2	19299
2004	2	2	3	7060
2004	3	0	0	61585
2004	3	0	1	768
2004	3	0	2	14328
2004	3	0	3	2361
2004	3	1	1	30256
2004	3	1	3	4302
2004	3	2	0	2774
2004	3	2	1	369
2004	3	2	2	17303
2004	3	2	3	7132
2005	0	0	0	38175
2005	0	0	1	6945
2005	0	0	2	20663
2005	0	0	3	2589
2005	0	1	1	27975
2005	0	1	3	398
2005	0	2	0	4707
2005	0	2	1	323
2005	0	2	2	12490
2005	0	2	3	6262
2005	1	0	0	44270
2005	1	0	2	21308
2005	1	0	3	1780
2005	1	1	1	34401
2005	1	1	3	451
2005	1	2	0	4715
2005	1	2	1	323
2005	1	2	2	12490
2005	1	2	3	6408
2005	2	0	0	63640
2005	2	0	2	20460
2005	2	0	3	3431
2005	2	1	1	27548
2005	2	1	3	329
2005	2	2	0	4032
2005	2	2	1	323
2005	2	2	2	12490
2005	2	2	3	6409
2005	3	0	0	62341
2005	3	0	2	20947
2005	3	0	3	2307
2005	3	1	1	40488
2005	3	1	3	470
2005	3	2	0	4714
2005	3	2	1	323
2005	3	2	2	12490
2005	3	2	3	6397
2006	0	0	0	34205
2006	0	0	1	3554
2006	0	0	2	25644
2006	0	0	3	3017
2006	0	1	1	39502
2006	0	1	3	322
2006	0	2	0	6860
2006	0	2	1	391
2006	0	2	2	12711
2006	0	2	3	7320
2006	1	0	0	40405
2006	1	0	1	1366
2006	1	0	2	26223
2006	1	0	3	2967
2006	1	1	1	44547
2006	1	1	3	448
2006	1	2	0	4960
2006	1	2	1	391
2006	1	2	2	12711
2006	1	2	3	7419
2006	2	0	0	77851
2006	2	0	1	1609
2006	2	0	2	26133
2006	2	0	3	2940
2006	2	1	1	22138
2006	2	1	3	491
2006	2	2	0	4873
2006	2	2	1	391
2006	2	2	2	12711
2006	2	2	3	7411
2006	3	0	0	90279
2006	3	0	1	2606
2006	3	0	2	26678
2006	3	0	3	2932
2006	3	1	1	30543
2006	3	1	3	468
2006	3	2	0	5625
2006	3	2	1	391
2006	3	2	2	12711
2006	3	2	3	7388
2007	0	0	0	26496
2007	0	0	1	1909
2007	0	0	2	17686
2007	0	0	3	2880
2007	0	1	1	29496
2007	0	1	3	213
2007	0	2	0	6998
2007	0	2	1	457
2007	0	2	2	16111
2007	0	2	3	8458
2007	1	0	0	31126
2007	1	0	1	1741
2007	1	0	2	17656
2007	1	0	3	2874
2007	1	1	1	24119
2007	1	1	3	226
2007	1	2	0	6916
2007	1	2	1	457
2007	1	2	2	16111
2007	1	2	3	8537
2007	2	0	0	48779
2007	2	0	1	1726
2007	2	0	2	17643
2007	2	0	3	2866
2007	2	1	1	15500
2007	2	1	3	411
2007	2	2	0	5800
2007	2	2	1	457
2007	2	2	2	16111
2007	2	2	3	8670
2007	3	0	0	33453
2007	3	0	1	3592
2007	3	0	2	17652
2007	3	0	3	2905
2007	3	1	1	26692
2007	3	1	3	203
2007	3	2	0	7362
2007	3	2	1	457
2007	3	2	2	16111
2007	3	2	3	8308
2008	0	0	0	14777
2008	0	0	1	2281
2008	0	0	2	11806
2008	0	0	3	3247
2008	0	1	1	17001
2008	0	1	3	194
2008	0	2	0	9033
2008	0	2	1	593
2008	0	2	2	17628
2008	0	2	3	10596
2008	1	0	0	33005
2008	1	0	1	2401
2008	1	0	2	11777
2008	1	0	3	3276
2008	1	1	1	18879
2008	1	1	3	441
2008	1	2	0	7937
2008	1	2	1	593
2008	1	2	2	17628
2008	1	2	3	10928
2008	2	0	0	45678
2008	2	0	1	2728
2008	2	0	2	11764
2008	2	0	3	3262
2008	2	1	1	22712
2008	2	1	3	589
2008	2	2	0	7513
2008	2	2	1	593
2008	2	2	2	17628
2008	2	2	3	10534
2008	3	0	0	46699
2008	3	0	1	3558
2008	3	0	2	11774
2008	3	0	3	3264
2008	3	1	1	26992
2008	3	1	3	262
2008	3	2	0	8314
2008	3	2	1	593
2008	3	2	2	17628
2008	3	2	3	10534
2009	0	0	0	42650
2009	0	0	1	1764
2009	0	0	2	12287
2009	0	0	3	2604
2009	0	1	1	14848
2009	0	1	3	255
2009	0	2	0	9133
2009	0	2	1	607
2009	0	2	2	17356
2009	0	2	3	10558
2009	1	0	0	21240
2009	1	0	1	872
2009	1	0	2	12284
2009	1	0	3	2650
2009	1	1	1	14871
2009	1	1	3	329
2009	1	2	0	10522
2009	1	2	1	607
2009	1	2	2	17356
2009	1	2	3	10485
2009	2	0	0	53473
2009	2	0	1	1615
2009	2	0	2	12283
2009	2	0	3	2604
2009	2	1	1	14034
2009	2	1	3	231
2009	2	2	0	7540
2009	2	2	1	607
2009	2	2	2	17356
2009	2	2	3	10483
2009	3	0	0	34154
2009	3	0	1	3501
2009	3	0	2	12284
2009	3	0	3	2630
2009	3	1	1	21266
2009	3	1	3	357
2009	3	2	0	8767
2009	3	2	1	607
2009	3	2	2	17356
2009	3	2	3	10741
2010	0	0	0	42874
2010	0	0	1	4086
2010	0	0	2	6547
2010	0	0	3	2804
2010	0	1	1	20576
2010	0	1	3	340
2010	0	2	0	8675
2010	0	2	1	633
2010	0	2	2	18432
2010	0	2	3	11240
2010	1	0	0	26950
2010	1	0	1	868
2010	1	0	2	6524
2010	1	0	3	2832
2010	1	1	1	16048
2010	1	1	3	815
2010	1	2	0	8700
2010	1	2	1	633
2010	1	2	2	18432
2010	1	2	3	11281
2010	2	0	0	45474
2010	2	0	1	993
2010	2	0	2	6515
2010	2	0	3	2807
2010	2	1	1	16032
2010	2	1	3	430
2010	2	2	0	7541
2010	2	2	1	633
2010	2	2	2	18432
2010	2	2	3	11125
2010	3	0	0	34161
2010	3	0	1	2906
2010	3	0	2	6522
2010	3	0	3	2831
2010	3	1	1	18929
2010	3	1	3	552
2010	3	2	0	8656
2010	3	2	1	633
2010	3	2	2	18432
2010	3	2	3	11096
2011	0	0	0	40809
2011	0	0	1	4683
2011	0	0	2	5476
2011	0	0	3	2697
2011	0	1	1	17518
2011	0	1	3	3610
2011	0	2	0	8595
2011	0	2	1	2023
2011	0	2	2	17082
2011	0	2	3	11564
2011	1	0	0	24859
2011	1	0	1	1599
2011	1	0	2	5469
2011	1	0	3	2711
2011	1	1	1	10847
2011	1	1	3	479
2011	1	2	0	8102
2011	1	2	1	2023
2011	1	2	2	17082
2011	1	2	3	11429
2011	2	0	0	28294
2011	2	0	1	391
2011	2	0	2	5467
2011	2	0	3	2685
2011	2	1	1	10412
2011	2	1	3	372
2011	2	2	0	8326
2011	2	2	1	2023
2011	2	2	2	17082
2011	2	2	3	11288
2011	3	0	0	36588
2011	3	0	1	1630
2011	3	0	2	5469
2011	3	0	3	2707
2011	3	1	1	13712
2011	3	1	3	722
2011	3	2	0	8306
2011	3	2	1	2023
2011	3	2	2	17082
2011	3	2	3	11298
2012	0	0	0	30901
2012	0	0	1	2096
2012	0	0	2	7811
2012	0	0	3	3097
2012	0	1	1	8469
2012	0	1	3	304
2012	0	2	0	5796
2012	0	2	1	1553
2012	0	2	2	15192
2012	0	2	3	8732
2012	1	0	0	12662
2012	1	0	1	1766
2012	1	0	2	7804
2012	1	0	3	3085
2012	1	1	1	12360
2012	1	1	3	429
2012	1	2	0	5710
2012	1	2	1	1553
2012	1	2	2	15192
2012	1	2	3	8441
2012	2	0	0	20820
2012	2	0	1	1106
2012	2	0	2	7802
2012	2	0	3	3065
2012	2	1	1	9713
2012	2	1	3	502
2012	2	2	0	6293
2012	2	2	1	1553
2012	2	2	2	15192
2012	2	2	3	8336
2012	3	0	0	18035
2012	3	0	1	5261
2012	3	0	2	7804
2012	3	0	3	3084
2012	3	1	1	20592
2012	3	1	3	1022
2012	3	2	0	6344
2012	3	2	1	1553
2012	3	2	2	15192
2012	3	2	3	8323
